157 2016-09-30 PG stock 5050000 88.72
157 2016-09-30 FOXA stock 14760000 24.76
157 2016-09-30 FOX stock 14000000 24.91
157 2016-09-30 PEP stock 2400000 107.01
157 2016-09-30 CSCO stock 7400000 30.24
157 2016-09-30 ORCL stock 5800000 38.52
157 2016-09-30 JNJ stock 1800000 117.95
157 2016-09-30 KO stock 4900000 41.75
157 2016-09-30 SYY stock 4200000 48.36
157 2016-09-30 MSFT stock 2900000 57.61
157 2016-09-30 XOM stock 950000 86.76
157 2016-09-30 USB stock 1500000 42.94
157 2016-09-30 COP stock 1150000 41.78
157 2016-09-30 BK stock 1200000 39.59
157 2016-09-30 AVP stock 6200000 6.30
157 2016-09-30 STT stock 400000 69.21
