84 2016-06-30 BRK.B stock 64381548 144.47
84 2016-06-30 WM stock 18633672 62.71
84 2016-06-30 CNI stock 17126874 67.10
84 2016-06-30 CAT stock 11260857 86.90
84 2016-06-30 WMT stock 11603000 68.72
84 2016-06-30 CCI stock 5332900 92.50
84 2016-06-30 ECL stock 4366426 116.99
84 2016-06-30 KOF stock 6214719 81.03
84 2016-06-30 UPS stock 4525329 108.21
84 2016-06-30 FDX stock 3024999 171.43
84 2016-06-30 TV stock 16879104 26.08
84 2016-06-30 WBA stock 3475398 78.35
84 2016-06-30 LBTYK stock 3639349 30.71
84 2016-06-30 AN stock 1898717 48.02
84 2016-06-30 LBTYA stock 2119515 31.43
84 2016-06-30 ARCO stock 3060500 6.15
84 2016-06-30 LILA stock 370424 27.80
