17 2013-06-30 BMRN stock 0 85.04
17 2013-06-30 MON stock 0 102.11
17 2013-06-30 CATO stock 0 30.25
17 2013-06-30 RBA stock 0 35.46
17 2013-06-30 MCD stock 0 114.09
17 2013-06-30 SWK stock 0 121.23
17 2013-06-30 GATX stock 0 43.40
17 2013-06-30 ADSK stock 0 69.46
17 2013-06-30 GLW stock 0 23.39
17 2013-06-30 DLR stock 0 94.71
