156 2016-06-30 BAM stock 11961690 35.54
156 2016-06-30 BRK.B stock 2432311 143.80
156 2016-06-30 AME stock 7456694 45.45
156 2016-06-30 SCHW stock 11560900 31.69
156 2016-06-30 WFC stock 5820464 44.50
156 2016-06-30 LBTYK stock 8473721 30.47
156 2016-06-30 ALSN stock 4588604 27.64
156 2016-06-30 WBC stock 1399310 106.06
156 2016-06-30 CCK stock 1464961 55.38
156 2016-06-30 USB stock 1548005 42.72
156 2016-06-30 VRX stock 2427903 21.40
156 2016-06-30 LILAK stock 212129 27.77
156 2016-06-30 BBU stock 243059 23.44
156 2016-06-30 BRK.A stock 21 216225.00
