2 2016-06-30 LVLT stock 28393466 46.15
2 2016-06-30 WYNN stock 11599325 93.37
2 2016-06-30 FDX stock 6367613 170.98
2 2016-06-30 CNX stock 49543087 18.70
2 2016-06-30 UTX stock 6666605 100.16
2 2016-06-30 GOOG stock 967780 778.53
2 2016-06-30 DD stock 6165402 69.03
2 2016-06-30 GHC stock 709484 464.20
2 2016-06-30 VSAT stock 4591527 72.26
2 2016-06-30 RL stock 2736418 97.52
2 2016-06-30 RE stock 1271334 194.46
2 2016-06-30 PHG stock 9054394 28.84
2 2016-06-30 RYN stock 8063423 25.69
2 2016-06-30 LMCK stock 8304492 27.54
2 2016-06-30 MTN stock 1073700 153.41
2 2016-06-30 LMCK stock 8304492 27.54
2 2016-06-30 ATU stock 6411176 22.26
2 2016-06-30 DEL stock 1827558 63.62
2 2016-06-30 CHK stock 25598735 6.56
2 2016-06-30 BEN stock 2563673 34.09
2 2016-06-30 BIDU stock 423730 175.51
2 2016-06-30 CKH stock 128510 58.24
2 2016-06-30 MPEL stock 416587 15.52
2 2016-06-30 AON stock 0 110.69
2 2016-06-30 CF stock 0 22.28
2 2016-06-30 TPLM stock 0 0.26
