6 2016-09-30 WDC stock 926960 54.97
6 2016-09-30 ARRS stock 1544814 28.62
6 2016-09-30 PTEN stock 1544820 24.13
6 2016-09-30 NBL stock 919610 35.25
6 2016-09-30 AVT stock 767480 41.30
6 2016-09-30 AAN stock 1182959 22.76
6 2016-09-30 IDCC stock 353448 76.97
6 2016-09-30 DV stock 1180369 22.46
6 2016-09-30 XEC stock 202110 137.89
6 2016-09-30 HP stock 395818 68.84
6 2016-09-30 RDC stock 1436050 14.59
6 2016-09-30 ARW stock 305293 62.14
6 2016-09-30 VECO stock 979330 21.94
6 2016-09-30 AGCO stock 365591 51.08
6 2016-09-30 SM stock 363133 39.12
6 2016-09-30 CUB stock 286300 40.47
6 2016-09-30 APOL stock 1598004 8.46
6 2016-09-30 OSK stock 172520 52.82
6 2016-09-30 FL stock 76520 68.80
