52 2016-06-30 UHAL stock 193365 333.85
52 2016-06-30 NEE stock 243200 124.03
52 2016-06-30 DUK stock 347788 77.21
52 2016-06-30 CMS stock 538300 40.70
52 2016-06-30 ALL stock 333800 69.33
52 2016-06-30 XEL stock 481600 40.05
52 2016-06-30 PFE stock 455332 32.66
52 2016-06-30 MRK stock 259400 62.14
52 2016-06-30 IBM stock 86500 154.45
52 2016-06-30 AVA stock 261000 39.70
52 2016-06-30 ABT stock 230915 40.79
52 2016-06-30 FTK stock 664335 13.81
52 2016-06-30 SIRI stock 1972548 4.11
52 2016-06-30 BG stock 100000 59.16
52 2016-06-30 AGN stock 25000 227.55
52 2016-06-30 SUPN stock 224581 20.81
52 2016-06-30 CPN stock 294849 12.91
52 2016-06-30 GANS stock 246541 14.25
52 2016-06-30 EDAP stock 1045494 2.81
52 2016-06-30 BGEPF stock 37400 95.00
52 2016-06-30 RLI stock 47120 68.38
52 2016-06-30 ASH stock 25000 114.11
52 2016-06-30 AESPRC stock 46400 50.68
52 2016-06-30 ASTC stock 1070073 1.71
52 2016-06-30 WEC stock 24252 57.74
52 2016-06-30 ACTA stock 140000 11.72
52 2016-06-30 ECOL stock 25300 42.72
52 2016-06-30 AGEN stock 233515 5.93
52 2016-06-30 GG stock 50000 14.31
52 2016-06-30 PRGO stock 9926 86.39
52 2016-06-30 DRRX stock 713609 1.21
52 2016-06-30 XOM stock 5184 86.54
52 2016-06-30 K stock 4436 75.49
52 2016-06-30 PQ stock 62870 4.06
52 2016-06-30 XPL stock 254040 0.62
52 2016-06-30 TWI stock 0 10.43
